date,year,month,hour,season,weekday,is_holiday,working_day,weather_sit,is_covid,temp,wind,humidity,total_count
2019-10-25,2019,10,13,4,4,0,1,2.0,0,0.339833578849577,-0.3363344592459106,-0.22225088747507604,571.0
2019-10-25,2019,10,14,4,4,0,1,2.0,0,0.6505320483767758,-0.5836943459515638,-0.9656220398813228,610.0
2019-10-25,2019,10,15,4,4,0,1,2.0,0,0.5469658918677095,0.40574520087104915,-0.4346426453054323,804.0
2019-10-25,2019,10,16,4,4,0,1,2.0,0,0.44339973535864324,-0.5836943459515638,-0.22225088747507604,1105.0
2019-10-25,2019,10,17,4,4,0,1,2.0,0,0.339833578849577,-0.831054232657217,-0.00985912964471983,1504.0
2019-10-25,2019,10,18,4,4,0,1,2.0,0,0.339833578849577,-0.831054232657217,-0.00985912964471983,1163.0
2019-10-25,2019,10,19,4,4,0,1,2.0,0,0.2362674223405107,-0.5836943459515638,0.4680223254735817,715.0
2019-10-25,2019,10,20,4,4,0,1,2.0,0,0.2362674223405107,-0.5836943459515638,0.4680223254735817,457.0
2019-10-25,2019,10,21,4,4,0,1,2.0,0,0.13270126583144445,-0.831054232657217,0.6804140833039379,342.0
2019-10-25,2019,10,22,4,4,0,1,2.0,0,0.13270126583144445,-0.831054232657217,0.9990017200494722,262.0
2019-10-25,2019,10,23,4,4,0,1,2.0,0,0.13270126583144445,-0.5836943459515638,1.2644914173374175,266.0
2019-10-26,2019,10,0,4,5,0,0,2.0,0,0.13270126583144445,-0.9547341760100437,0.6804140833039379,428.0
2019-10-26,2019,10,1,4,5,0,0,2.0,0,0.13270126583144445,-0.9547341760100437,0.6804140833039379,178.0
2019-10-26,2019,10,2,4,5,0,0,2.0,0,0.13270126583144445,-1.6968138361270033,0.6804140833039379,80.0
2019-10-26,2019,10,3,4,5,0,0,2.0,0,0.13270126583144445,-1.6968138361270033,0.6804140833039379,44.0
2019-10-26,2019,10,4,4,5,0,0,2.0,0,0.13270126583144445,-1.6968138361270033,0.9990017200494722,25.0
2019-10-26,2019,10,5,4,5,0,0,2.0,0,0.029135109322378182,-0.9547341760100437,0.9459037805918832,22.0
2019-10-26,2019,10,6,4,5,0,0,2.0,0,-0.07443104718668808,-0.5836943459515638,1.5830790540829518,68.0
2019-10-26,2019,10,7,4,5,0,0,2.0,0,0.029135109322378182,-1.6968138361270033,0.9459037805918832,166.0
2019-10-26,2019,10,8,4,5,0,0,2.0,0,0.13270126583144445,-1.6968138361270033,0.6804140833039379,346.0
2019-10-26,2019,10,9,4,5,0,0,2.0,0,0.2362674223405107,-0.831054232657217,-0.00985912964471983,479.0
2019-10-26,2019,10,10,4,5,0,0,1.0,0,0.339833578849577,-0.3363344592459106,-0.4346426453054323,679.0
2019-10-26,2019,10,11,4,5,0,0,2.0,0,0.339833578849577,0.6531050875767024,-0.22225088747507604,827.0
2019-10-26,2019,10,12,4,5,0,0,1.0,0,0.44339973535864324,0.40574520087104915,-0.4346426453054323,901.0
2019-10-26,2019,10,13,4,5,0,0,2.0,0,0.44339973535864324,-0.08897457254025733,-0.6470344031357885,908.0
2019-10-26,2019,10,14,4,5,0,0,2.0,0,0.44339973535864324,-0.08897457254025733,-0.8063282215085557,943.0
2019-10-26,2019,10,15,4,5,0,0,2.0,0,0.44339973535864324,-0.08897457254025733,-0.6470344031357885,980.0
2019-10-26,2019,10,16,4,5,0,0,1.0,0,0.339833578849577,-0.08897457254025733,-0.22225088747507604,963.0
2019-10-26,2019,10,17,4,5,0,0,2.0,0,0.339833578849577,-0.5836943459515638,-0.00985912964471983,837.0
2019-10-26,2019,10,18,4,5,0,0,2.0,0,0.2362674223405107,-0.5836943459515638,0.2025326281856364,684.0
2019-10-26,2019,10,20,4,5,0,0,2.0,0,0.2362674223405107,0.40574520087104915,0.6804140833039379,350.0
2019-10-26,2019,10,21,4,5,0,0,2.0,0,0.2362674223405107,0.15838531416539592,0.6804140833039379,253.0
2019-10-26,2019,10,22,4,5,0,0,2.0,0,0.13270126583144445,-0.08897457254025733,0.9990017200494722,233.0
2019-10-26,2019,10,23,4,5,0,0,1.0,0,0.13270126583144445,-0.3363344592459106,0.9990017200494722,211.0
2019-10-27,2019,10,0,4,6,0,0,2.0,0,0.13270126583144445,-0.08897457254025733,1.5830790540829518,242.0
2019-10-27,2019,10,1,4,6,0,0,1.0,0,0.13270126583144445,-0.5836943459515638,1.2644914173374175,105.0
2019-10-27,2019,10,2,4,6,0,0,2.0,0,0.2362674223405107,-0.831054232657217,1.2644914173374175,84.0
2019-10-27,2019,10,3,4,6,0,0,2.0,0,0.2362674223405107,-0.9547341760100437,1.5830790540829518,30.0
2019-10-27,2019,10,4,4,6,0,0,2.0,0,0.2362674223405107,-0.5836943459515638,1.9016666908284863,11.0
2019-10-27,2019,10,5,4,6,0,0,2.0,0,0.339833578849577,0.776785030929529,1.5830790540829518,14.0
2019-10-27,2019,10,6,4,6,0,0,2.0,0,0.339833578849577,0.6531050875767024,1.9016666908284863,39.0
2019-10-27,2019,10,7,4,6,0,0,2.0,0,0.5469658918677095,1.2715048043408355,1.5830790540829518,56.0
2019-10-27,2019,10,8,4,6,0,0,2.0,0,0.6505320483767758,2.013584464457795,1.9016666908284863,100.0
2019-10-27,2019,10,9,4,6,0,0,2.0,0,0.754098204885842,1.0241449176351822,1.5830790540829518,172.0
2019-10-27,2019,10,10,4,6,0,0,2.0,0,0.754098204885842,-0.3363344592459106,1.5830790540829518,86.0
2019-10-27,2019,10,11,4,6,0,0,1.0,0,0.9612305179039745,-0.08897457254025733,1.5830790540829518,192.0
2019-10-27,2019,10,12,4,6,0,0,1.0,0,1.168362830922107,-0.08897457254025733,0.786609962219116,443.0
2019-10-27,2019,10,13,4,6,0,0,3.0,0,1.168362830922107,0.40574520087104915,0.3087285071008145,544.0
2019-10-27,2019,10,14,4,6,0,0,3.0,0,1.168362830922107,0.6531050875767024,0.043238809812869226,703.0
2019-10-27,2019,10,15,4,6,0,0,1.0,0,1.2719289874311732,0.6531050875767024,-0.7001323425933775,830.0
2019-10-27,2019,10,16,4,6,0,0,1.0,0,1.0647966744130408,0.776785030929529,-0.7001323425933775,912.0
2019-10-27,2019,10,17,4,6,0,0,1.0,0,0.8576643613949083,0.6531050875767024,-0.7532302820509666,872.0
2019-10-27,2019,10,18,4,6,0,0,1.0,0,0.754098204885842,0.40574520087104915,-0.3815447058478432,711.0
2019-10-27,2019,10,19,4,6,0,0,1.0,0,0.5469658918677095,0.6531050875767024,-0.4346426453054323,476.0
2019-10-27,2019,10,20,4,6,0,0,1.0,0,0.44339973535864324,-0.08897457254025733,-0.22225088747507604,291.0
2019-10-27,2019,10,21,4,6,0,0,1.0,0,0.339833578849577,-0.5836943459515638,-0.00985912964471983,224.0
2019-10-27,2019,10,22,4,6,0,0,1.0,0,0.44339973535864324,-0.5836943459515638,-0.22225088747507604,213.0
2019-10-27,2019,10,23,4,6,0,0,1.0,0,0.44339973535864324,-0.08897457254025733,-0.22225088747507604,213.0
2019-10-28,2019,10,0,4,0,0,1,1.0,0,0.339833578849577,-0.3363344592459106,-0.00985912964471983,73.0
2019-10-28,2019,10,1,4,0,0,1,1.0,0,0.2362674223405107,-0.08897457254025733,-0.00985912964471983,25.0
2019-10-28,2019,10,2,4,0,0,1,1.0,0,0.13270126583144445,-0.5836943459515638,-0.06295706910230889,20.0
2019-10-28,2019,10,3,4,0,0,1,1.0,0,0.029135109322378182,-0.5836943459515638,0.2025326281856364,5.0
2019-10-28,2019,10,4,4,0,0,1,1.0,0,-0.07443104718668808,-0.5836943459515638,0.9459037805918832,8.0
2019-10-28,2019,10,5,4,0,0,1,1.0,0,-0.07443104718668808,-0.08897457254025733,0.9459037805918832,97.0
2019-10-28,2019,10,6,4,0,0,1,1.0,0,-0.17799720369575434,-0.08897457254025733,1.2644914173374175,299.0
2019-10-28,2019,10,7,4,0,0,1,1.0,0,-0.07443104718668808,-0.3363344592459106,0.6804140833039379,767.0
2019-10-28,2019,10,8,4,0,0,1,1.0,0,-0.07443104718668808,0.15838531416539592,0.41492438601599263,1405.0
2019-10-28,2019,10,9,4,0,0,1,1.0,0,0.13270126583144445,-0.831054232657217,-0.06295706910230889,634.0
2019-10-28,2019,10,10,4,0,0,1,1.0,0,0.13270126583144445,0.15838531416539592,-0.06295706910230889,377.0
2019-10-28,2019,10,11,4,0,0,1,1.0,0,0.339833578849577,-0.08897457254025733,-0.4346426453054323,372.0
2019-10-28,2019,10,12,4,0,0,1,1.0,0,0.339833578849577,-0.831054232657217,-0.4346426453054323,461.0
2019-10-28,2019,10,13,4,0,0,1,1.0,0,0.44339973535864324,-0.831054232657217,-0.6470344031357885,537.0
2019-10-28,2019,10,14,4,0,0,1,1.0,0,0.5469658918677095,-0.3363344592459106,-0.8063282215085557,477.0
2019-10-28,2019,10,15,4,0,0,1,3.0,0,0.6505320483767758,-0.5836943459515638,-0.9656220398813228,601.0
2019-10-28,2019,10,16,4,0,0,1,3.0,0,0.44339973535864324,-0.3363344592459106,-0.4346426453054323,886.0
2019-10-28,2019,10,17,4,0,0,1,2.0,0,0.339833578849577,0.15838531416539592,-0.00985912964471983,1646.0
2019-10-28,2019,10,18,4,0,0,1,2.0,0,0.2362674223405107,-0.5836943459515638,0.2025326281856364,1131.0
2019-10-28,2019,10,19,4,0,0,1,2.0,0,0.13270126583144445,-0.831054232657217,0.41492438601599263,670.0
2019-10-28,2019,10,20,4,0,0,1,1.0,0,-0.07443104718668808,-0.9547341760100437,1.2644914173374175,479.0
2019-10-28,2019,10,21,4,0,0,1,1.0,0,0.13270126583144445,-0.831054232657217,0.6804140833039379,322.0
2019-10-28,2019,10,22,4,0,0,1,2.0,0,0.13270126583144445,0.40574520087104915,0.9990017200494722,216.0
2019-10-28,2019,10,23,4,0,0,1,2.0,0,0.13270126583144445,0.15838531416539592,0.9990017200494722,74.0
2019-10-29,2019,10,0,4,1,0,1,2.0,0,0.2362674223405107,0.15838531416539592,0.6804140833039379,32.0
2019-10-29,2019,10,1,4,1,0,1,2.0,0,0.13270126583144445,-0.3363344592459106,1.2644914173374175,16.0
2019-10-29,2019,10,2,4,1,0,1,2.0,0,0.13270126583144445,-0.3363344592459106,0.9990017200494722,9.0
2019-10-29,2019,10,3,4,1,0,1,2.0,0,0.029135109322378182,-0.5836943459515638,1.2644914173374175,5.0
2019-10-29,2019,10,4,4,1,0,1,2.0,0,0.029135109322378182,-0.08897457254025733,1.2644914173374175,19.0
2019-10-29,2019,10,5,4,1,0,1,2.0,0,0.029135109322378182,0.6531050875767024,0.9459037805918832,143.0
2019-10-29,2019,10,6,4,1,0,1,2.0,0,0.029135109322378182,-0.831054232657217,0.9459037805918832,370.0
2019-10-29,2019,10,7,4,1,0,1,2.0,0,0.13270126583144445,-1.6968138361270033,0.6804140833039379,862.0
2019-10-29,2019,10,8,4,1,0,1,2.0,0,0.13270126583144445,-1.6968138361270033,0.6804140833039379,1450.0
2019-10-29,2019,10,9,4,1,0,1,2.0,0,0.2362674223405107,-0.831054232657217,0.6804140833039379,643.0
2019-10-29,2019,10,10,4,1,0,1,2.0,0,0.339833578849577,-0.9547341760100437,0.4680223254735817,396.0
2019-10-29,2019,10,11,4,1,0,1,1.0,0,0.44339973535864324,-0.9547341760100437,-0.00985912964471983,381.0
2019-10-29,2019,10,12,4,1,0,1,2.0,0,0.5469658918677095,-0.3363344592459106,-0.22225088747507604,476.0
2019-10-29,2019,10,13,4,1,0,1,2.0,0,0.5469658918677095,-0.5836943459515638,-0.22225088747507604,441.0
2019-10-29,2019,10,14,4,1,0,1,1.0,0,0.44339973535864324,-0.3363344592459106,-0.00985912964471983,391.0
2019-10-29,2019,10,15,4,1,0,1,2.0,0,0.44339973535864324,-0.831054232657217,-0.00985912964471983,560.0
2019-10-29,2019,10,16,4,1,0,1,2.0,0,0.44339973535864324,-0.831054232657217,-0.00985912964471983,854.0
2019-10-29,2019,10,17,4,1,0,1,2.0,0,0.339833578849577,-0.9547341760100437,0.2025326281856364,1482.0
2019-10-29,2019,10,18,4,1,0,1,2.0,0,0.339833578849577,-0.5836943459515638,0.4680223254735817,1158.0
2019-10-29,2019,10,19,4,1,0,1,2.0,0,0.2362674223405107,-1.6968138361270033,0.4680223254735817,682.0
2019-10-29,2019,10,20,4,1,0,1,2.0,0,0.2362674223405107,-1.6968138361270033,0.4680223254735817,507.0
2019-10-29,2019,10,21,4,1,0,1,2.0,0,0.2362674223405107,-1.6968138361270033,0.4680223254735817,403.0
2019-10-29,2019,10,22,4,1,0,1,2.0,0,0.2362674223405107,-1.6968138361270033,0.4680223254735817,221.0
2019-10-29,2019,10,23,4,1,0,1,2.0,0,0.13270126583144445,-1.6968138361270033,0.6804140833039379,156.0
2019-10-30,2019,10,0,4,2,0,1,2.0,0,0.13270126583144445,-0.9547341760100437,0.9990017200494722,113.0
2019-10-30,2019,10,1,4,2,0,1,2.0,0,0.13270126583144445,-1.6968138361270033,0.9990017200494722,15.0
2019-10-30,2019,10,2,4,2,0,1,2.0,0,0.13270126583144445,-0.3363344592459106,0.9990017200494722,18.0
2019-10-30,2019,10,3,4,2,0,1,2.0,0,0.13270126583144445,-0.831054232657217,0.9990017200494722,5.0
2019-10-30,2019,10,4,4,2,0,1,2.0,0,0.13270126583144445,-0.831054232657217,0.9990017200494722,18.0
2019-10-30,2019,10,5,4,2,0,1,2.0,0,0.13270126583144445,-1.6968138361270033,0.9990017200494722,122.0
2019-10-30,2019,10,6,4,2,0,1,1.0,0,0.13270126583144445,-1.6968138361270033,0.9990017200494722,336.0
2019-10-30,2019,10,7,4,2,0,1,2.0,0,0.13270126583144445,-1.6968138361270033,0.9990017200494722,881.0
2019-10-30,2019,10,8,4,2,0,1,2.0,0,0.13270126583144445,-0.9547341760100437,0.9990017200494722,1502.0
2019-10-30,2019,10,9,4,2,0,1,2.0,0,0.2362674223405107,-1.6968138361270033,0.6804140833039379,679.0
2019-10-30,2019,10,10,4,2,0,1,2.0,0,0.339833578849577,-0.5836943459515638,0.4680223254735817,382.0
2019-10-30,2019,10,11,4,2,0,1,1.0,0,0.339833578849577,-0.5836943459515638,0.4680223254735817,389.0
2019-10-30,2019,10,12,4,2,0,1,1.0,0,0.339833578849577,-1.6968138361270033,0.4680223254735817,481.0
2019-10-30,2019,10,13,4,2,0,1,1.0,0,0.44339973535864324,-1.6968138361270033,0.2025326281856364,471.0
2019-10-30,2019,10,14,4,2,0,1,2.0,0,0.44339973535864324,-0.5836943459515638,0.4680223254735817,507.0
2019-10-30,2019,10,15,4,2,0,1,2.0,0,0.44339973535864324,-0.831054232657217,0.4680223254735817,580.0
2019-10-30,2019,10,16,4,2,0,1,2.0,0,0.339833578849577,-0.08897457254025733,0.7335120227615269,792.0
2019-10-30,2019,10,17,4,2,0,1,2.0,0,0.339833578849577,0.15838531416539592,0.7335120227615269,1149.0
2019-10-30,2019,10,18,4,2,0,1,2.0,0,0.2362674223405107,-0.9547341760100437,1.2644914173374175,423.0
2019-10-30,2019,10,19,4,2,0,1,2.0,0,0.13270126583144445,-0.831054232657217,1.5830790540829518,257.0
2019-10-30,2019,10,20,4,2,0,1,2.0,0,0.13270126583144445,-0.5836943459515638,1.5830790540829518,122.0
2019-10-30,2019,10,21,4,2,0,1,2.0,0,0.13270126583144445,-0.5836943459515638,1.9016666908284863,91.0
2019-10-30,2019,10,22,4,2,0,1,1.0,0,0.13270126583144445,-0.9547341760100437,1.9016666908284863,62.0
2019-10-30,2019,10,23,4,2,0,1,2.0,0,0.2362674223405107,-0.831054232657217,1.5830790540829518,95.0
2019-10-31,2019,10,0,4,3,0,1,2.0,0,0.2362674223405107,-0.9547341760100437,1.5830790540829518,320.0
2019-10-31,2019,10,1,4,3,0,1,2.0,0,0.2362674223405107,-0.831054232657217,1.5830790540829518,110.0
2019-10-31,2019,10,2,4,3,0,1,2.0,0,0.2362674223405107,-1.6968138361270033,1.5830790540829518,28.0
2019-10-31,2019,10,3,4,3,0,1,2.0,0,0.2362674223405107,-0.5836943459515638,1.9016666908284863,6.0
2019-10-31,2019,10,4,4,3,0,1,2.0,0,0.339833578849577,0.15838531416539592,1.9016666908284863,12.0
2019-10-31,2019,10,5,4,3,0,1,2.0,0,0.44339973535864324,0.6531050875767024,1.5830790540829518,71.0
2019-10-31,2019,10,7,4,3,0,1,2.0,0,0.44339973535864324,0.15838531416539592,1.5830790540829518,584.0
2019-10-31,2019,10,8,4,3,0,1,2.0,0,0.44339973535864324,0.776785030929529,1.9016666908284863,1151.0
2019-10-31,2019,10,9,4,3,0,1,2.0,0,0.6505320483767758,1.0241449176351822,1.2644914173374175,675.0
2019-10-31,2019,10,10,4,3,0,1,2.0,0,0.6505320483767758,1.2715048043408355,1.2644914173374175,322.0
2019-10-31,2019,10,11,4,3,0,1,2.0,0,0.6505320483767758,0.6531050875767024,1.2644914173374175,297.0
2019-10-31,2019,10,12,4,3,0,1,2.0,0,0.6505320483767758,1.0241449176351822,1.5830790540829518,188.0
2019-10-31,2019,10,13,4,3,0,1,2.0,0,0.754098204885842,1.0241449176351822,1.5830790540829518,227.0
2019-10-31,2019,10,14,4,3,0,1,2.0,0,0.8576643613949083,1.766224577752142,1.3175893567950065,269.0
2019-10-31,2019,10,15,4,3,0,1,2.0,0,0.9612305179039745,1.5188646910464887,0.9990017200494722,500.0
2019-10-31,2019,10,16,4,3,0,1,2.0,0,0.9612305179039745,1.5188646910464887,0.7335120227615269,769.0
2019-10-31,2019,10,17,4,3,0,1,1.0,0,0.9612305179039745,2.013584464457795,0.9990017200494722,1149.0
2019-10-31,2019,10,18,4,3,0,1,2.0,0,0.9612305179039745,2.013584464457795,0.7335120227615269,838.0
2019-10-31,2019,10,19,4,3,0,1,1.0,0,1.0647966744130408,3.1267039546332347,0.5211202649311707,484.0
2019-10-31,2019,10,20,4,3,0,1,1.0,0,0.9612305179039745,3.374063841338888,0.7335120227615269,328.0
2019-10-31,2019,10,21,4,3,0,1,1.0,0,0.8576643613949083,1.766224577752142,1.5830790540829518,88.0
2019-10-31,2019,10,22,4,3,0,1,2.0,0,0.13270126583144445,0.776785030929529,1.2644914173374175,41.0
2019-10-31,2019,10,23,4,3,0,1,2.0,0,-0.17799720369575434,1.2715048043408355,0.6804140833039379,46.0
2019-11-01,2019,11,0,4,4,0,1,2.0,0,-0.2815633602048206,0.6531050875767024,0.14943468872804733,31.0
2019-11-01,2019,11,1,4,4,0,1,3.0,0,-0.38512951671388684,3.374063841338888,-0.7532302820509666,26.0
2019-11-01,2019,11,2,4,4,0,1,1.0,0,-0.5922618297320194,2.384624294516275,-0.5408385242206104,22.0
2019-11-01,2019,11,3,4,4,0,1,1.0,0,-0.6958279862410857,1.0241449176351822,-0.5939364636781994,7.0
2019-11-01,2019,11,4,4,4,0,1,1.0,0,-0.6958279862410857,0.776785030929529,-0.7532302820509666,11.0
2019-11-01,2019,11,5,4,4,0,1,1.0,0,-0.799394142750152,0.40574520087104915,-0.5939364636781994,65.0
2019-11-01,2019,11,6,4,4,0,1,1.0,0,-0.799394142750152,1.0241449176351822,-0.5939364636781994,215.0
2019-11-01,2019,11,7,4,4,0,1,1.0,0,-0.799394142750152,-0.5836943459515638,-0.5939364636781994,559.0
2019-11-01,2019,11,8,4,4,0,1,1.0,0,-0.6958279862410857,1.0241449176351822,-0.5939364636781994,1147.0
2019-11-01,2019,11,9,4,4,0,1,1.0,0,-0.6958279862410857,2.6319841812219282,-0.5939364636781994,698.0
2019-11-01,2019,11,10,4,4,0,1,3.0,0,-0.5922618297320194,1.5188646910464887,-0.7532302820509666,350.0
2019-11-01,2019,11,11,4,4,0,1,3.0,0,-0.38512951671388684,1.2715048043408355,-1.071817918796501,390.0
2019-11-01,2019,11,12,4,4,0,1,1.0,0,-0.38512951671388684,1.0241449176351822,-1.071817918796501,451.0
2019-11-01,2019,11,13,4,4,0,1,1.0,0,-0.2815633602048206,1.2715048043408355,-1.2311117371692681,522.0
2019-11-01,2019,11,14,4,4,0,1,1.0,0,-0.2815633602048206,1.5188646910464887,-1.2311117371692681,479.0
2019-11-01,2019,11,15,4,4,0,1,1.0,0,-0.2815633602048206,0.6531050875767024,-1.2311117371692681,599.0
2019-11-01,2019,11,16,4,4,0,1,1.0,0,-0.2815633602048206,0.776785030929529,-1.2311117371692681,842.0
2019-11-01,2019,11,17,4,4,0,1,1.0,0,-0.38512951671388684,0.40574520087104915,-1.2311117371692681,1223.0
2019-11-01,2019,11,18,4,4,0,1,1.0,0,-0.5922618297320194,0.40574520087104915,-0.9656220398813228,855.0
2019-11-01,2019,11,19,4,4,0,1,1.0,0,-0.5922618297320194,0.40574520087104915,-0.9656220398813228,484.0
2019-11-01,2019,11,20,4,4,0,1,1.0,0,-0.6958279862410857,-0.08897457254025733,-0.7532302820509666,340.0
2019-11-01,2019,11,21,4,4,0,1,1.0,0,-0.6958279862410857,0.40574520087104915,-0.5939364636781994,235.0
2019-11-01,2019,11,22,4,4,0,1,1.0,0,-0.799394142750152,0.40574520087104915,-0.3815447058478432,193.0
2019-11-01,2019,11,23,4,4,0,1,1.0,0,-0.799394142750152,0.40574520087104915,-0.3815447058478432,157.0
2019-11-02,2019,11,0,4,5,0,0,1.0,0,-0.9029602992592182,0.40574520087104915,-0.3815447058478432,106.0
2019-11-02,2019,11,1,4,5,0,0,1.0,0,-0.9029602992592182,1.0241449176351822,-0.3815447058478432,63.0
2019-11-02,2019,11,2,4,5,0,0,1.0,0,-1.0065264557682845,-0.3363344592459106,-0.169152948017487,51.0
2019-11-02,2019,11,3,4,5,0,0,1.0,0,-1.1100926122773507,-0.3363344592459106,0.3087285071008145,29.0
2019-11-02,2019,11,4,4,5,0,0,1.0,0,-1.1100926122773507,-1.6968138361270033,0.043238809812869226,10.0
2019-11-02,2019,11,5,4,5,0,0,1.0,0,-1.1100926122773507,-0.831054232657217,0.043238809812869226,20.0
2019-11-02,2019,11,6,4,5,0,0,1.0,0,-1.2136587687864169,-0.5836943459515638,0.5742182043887598,27.0
2019-11-02,2019,11,7,4,5,0,0,1.0,0,-1.2136587687864169,-0.9547341760100437,0.5742182043887598,106.0
2019-11-02,2019,11,8,4,5,0,0,1.0,0,-0.9029602992592182,-1.6968138361270033,0.09633674927045828,260.0
2019-11-02,2019,11,9,4,5,0,0,1.0,0,-0.799394142750152,-1.6968138361270033,-0.169152948017487,407.0
2019-11-02,2019,11,10,4,5,0,0,1.0,0,-0.799394142750152,-0.9547341760100437,-0.5939364636781994,620.0
2019-11-02,2019,11,11,4,5,0,0,1.0,0,-0.5922618297320194,-0.9547341760100437,-0.9656220398813228,773.0
2019-11-02,2019,11,12,4,5,0,0,1.0,0,-0.38512951671388684,-1.6968138361270033,-1.2311117371692681,892.0
2019-11-02,2019,11,13,4,5,0,0,1.0,0,-0.38512951671388684,-0.08897457254025733,-1.071817918796501,1121.0
2019-11-02,2019,11,14,4,5,0,0,1.0,0,-0.2815633602048206,-0.9547341760100437,-1.2311117371692681,953.0
2019-11-02,2019,11,15,4,5,0,0,1.0,0,-0.17799720369575434,0.40574520087104915,-1.2311117371692681,1135.0
2019-11-02,2019,11,16,4,5,0,0,1.0,0,-0.2815633602048206,-0.831054232657217,-1.2311117371692681,983.0
2019-11-02,2019,11,17,4,5,0,0,1.0,0,-0.38512951671388684,-0.5836943459515638,-0.7532302820509666,751.0
2019-11-02,2019,11,18,4,5,0,0,1.0,0,-0.48869567322295315,-0.831054232657217,-0.5408385242206104,526.0
2019-11-02,2019,11,19,4,5,0,0,1.0,0,-0.48869567322295315,-0.9547341760100437,-0.5408385242206104,382.0
2019-11-02,2019,11,20,4,5,0,0,1.0,0,-0.6958279862410857,-0.9547341760100437,0.36182644655840357,259.0
2019-11-02,2019,11,21,4,5,0,0,1.0,0,-0.799394142750152,-0.831054232657217,0.6273161438463488,210.0
2019-11-02,2019,11,22,4,5,0,0,1.0,0,-0.799394142750152,-0.9547341760100437,0.36182644655840357,189.0
2019-11-03,2019,11,0,4,6,0,0,1.0,0,-0.9029602992592182,-0.9547341760100437,0.6273161438463488,116.0
2019-11-03,2019,11,1,4,6,0,0,1.0,0,-0.799394142750152,-0.3363344592459106,-0.3815447058478432,50.0
2019-11-03,2019,11,2,4,6,0,0,1.0,0,-0.6958279862410857,0.15838531416539592,-0.5939364636781994,33.0
2019-11-03,2019,11,3,4,6,0,0,1.0,0,-0.799394142750152,-0.831054232657217,-0.3815447058478432,13.0
2019-11-03,2019,11,4,4,6,0,0,1.0,0,-0.9029602992592182,-0.5836943459515638,-0.169152948017487,12.0
2019-11-03,2019,11,5,4,6,0,0,1.0,0,-0.799394142750152,-0.3363344592459106,-0.5939364636781994,16.0
2019-11-03,2019,11,6,4,6,0,0,1.0,0,-0.799394142750152,-0.08897457254025733,-0.5939364636781994,30.0
2019-11-03,2019,11,7,4,6,0,0,1.0,0,-0.6958279862410857,-0.3363344592459106,-0.5939364636781994,94.0
2019-11-03,2019,11,8,4,6,0,0,1.0,0,-0.48869567322295315,-0.08897457254025733,-1.12491585825409,256.0
2019-11-03,2019,11,9,4,6,0,0,1.0,0,-0.38512951671388684,1.2715048043408355,-1.2311117371692681,446.0
2019-11-03,2019,11,10,4,6,0,0,1.0,0,-0.2815633602048206,0.6531050875767024,-1.3904055555420354,641.0
2019-11-03,2019,11,11,4,6,0,0,1.0,0,-0.2815633602048206,1.5188646910464887,-1.5496993739148024,694.0
2019-11-03,2019,11,12,4,6,0,0,1.0,0,-0.17799720369575434,1.2715048043408355,-1.6558952528299806,749.0
2019-11-03,2019,11,13,4,6,0,0,1.0,0,-0.17799720369575434,0.6531050875767024,-1.6558952528299806,756.0
2019-11-03,2019,11,14,4,6,0,0,1.0,0,-0.07443104718668808,-0.08897457254025733,-1.7620911317451586,693.0
2019-11-03,2019,11,15,4,6,0,0,1.0,0,-0.17799720369575434,0.40574520087104915,-1.7620911317451586,695.0
2019-11-03,2019,11,16,4,6,0,0,1.0,0,-0.2815633602048206,0.6531050875767024,-1.8151890712027476,644.0
2019-11-03,2019,11,17,4,6,0,0,1.0,0,-0.38512951671388684,-0.831054232657217,-1.5496993739148024,536.0
2019-11-03,2019,11,18,4,6,0,0,1.0,0,-0.38512951671388684,-0.831054232657217,-1.3904055555420354,379.0
2019-11-03,2019,11,19,4,6,0,0,1.0,0,-0.5922618297320194,-1.6968138361270033,-0.32844676639025416,276.0
2019-11-03,2019,11,20,4,6,0,0,1.0,0,-0.799394142750152,-0.9547341760100437,0.09633674927045828,191.0
2019-11-03,2019,11,21,4,6,0,0,1.0,0,-0.799394142750152,-1.6968138361270033,0.09633674927045828,141.0
2019-11-03,2019,11,22,4,6,0,0,1.0,0,-0.799394142750152,-1.6968138361270033,0.36182644655840357,138.0
2019-11-03,2019,11,23,4,6,0,0,1.0,0,-0.799394142750152,-0.9547341760100437,0.6273161438463488,46.0
2019-11-04,2019,11,0,4,0,0,1,1.0,0,-0.9029602992592182,-0.9547341760100437,0.6273161438463488,36.0
2019-11-04,2019,11,1,4,0,0,1,3.0,0,-1.1100926122773507,-0.831054232657217,1.2113934778798285,9.0
2019-11-04,2019,11,2,4,0,0,1,3.0,0,-1.0065264557682845,-1.6968138361270033,0.8928058411342941,7.0
2019-11-04,2019,11,3,4,0,0,1,3.0,0,-1.1100926122773507,-0.831054232657217,1.2113934778798285,2.0
2019-11-04,2019,11,4,4,0,0,1,1.0,0,-1.1100926122773507,-0.831054232657217,1.2113934778798285,15.0
2019-11-04,2019,11,5,4,0,0,1,1.0,0,-1.1100926122773507,-0.5836943459515638,1.2113934778798285,94.0
2019-11-04,2019,11,6,4,0,0,1,1.0,0,-1.1100926122773507,-0.831054232657217,1.2113934778798285,298.0
2019-11-04,2019,11,7,4,0,0,1,1.0,0,-0.799394142750152,-1.6968138361270033,0.6273161438463488,800.0
